seed,n_sources,n_cleared,clear_ratio,virtual_time_s,avg_locate_clear_time_s,real_elapsed_s,program_run_time_s,n_measure,n_clear_ok,n_clear_fail,n_switch,n_actions,n_requests,census_points_visited,ended_reason,unresolved,proven_empty,action_log_size,wall_s
29,16,16,1.0,5297.502118019507,331.0938823762192,0.03099999999994907,0.03099999999994907,169,16,0,153,185,187,7,user_exit,,6 9 11 19,187,0.03099999999994907
30,10,10,1.0,3972.223245235901,397.2223245235901,0.03099999999994907,0.03099999999994907,151,10,0,147,161,163,7,user_exit,,1 7 8 9 12 13 16 18 19 20,163,0.03099999999994907
31,13,13,1.0,4749.1315130598405,365.3178086969108,0.03099999999994907,0.03099999999994907,168,13,0,152,181,183,7,user_exit,,3 10 13 15 16 17 19,183,0.03099999999994907
32,16,16,1.0,5460.2202866273055,341.2637679142066,0.03099999999994907,0.03099999999994907,180,16,0,154,196,198,7,user_exit,,2 7 10 20,198,0.03099999999994907
33,16,16,1.0,5381.023035432909,336.3139397145568,0.032000000000152795,0.032000000000152795,173,16,0,152,189,191,7,user_exit,,1 2 5 17,191,0.032000000000152795
34,10,10,1.0,4326.802926510003,432.6802926510003,0.03099999999994907,0.03099999999994907,159,10,0,148,169,171,7,user_exit,,3 5 7 8 9 11 13 15 19 20,171,0.03099999999994907
35,10,10,1.0,4004.7205404148344,400.47205404148343,0.03099999999994907,0.03099999999994907,153,10,0,147,163,165,7,user_exit,,3 5 7 8 9 12 13 18 19 20,165,0.03099999999994907
36,12,12,1.0,4617.100060479873,384.7583383733227,0.03099999999994907,0.03099999999994907,166,12,0,151,178,180,7,user_exit,,1 3 4 8 13 16 19 20,180,0.03099999999994907
37,11,11,1.0,4336.386924453828,394.2169931321662,0.032000000000152795,0.032000000000152795,161,11,0,149,172,174,7,user_exit,,2 3 9 11 13 15 17 18 20,174,0.032000000000152795
38,11,11,1.0,3977.242903408816,361.5675366735287,0.014999999999417923,0.014999999999417923,152,11,0,148,163,165,7,user_exit,,7 9 10 12 13 14 15 18 20,165,0.014999999999417923
39,16,16,1.0,5511.382688904483,344.4614180565302,0.03099999999994907,0.03099999999994907,165,16,0,153,181,183,7,user_exit,,1 14 19 20,183,0.03099999999994907
